Species	Symbol	Ensembl	Family	Entrez ID
Mus_musculus	Smyd1	ENSMUSG00000055027	SMYD	12180
Mus_musculus	Pdlim1	ENSMUSG00000055044	Others	54132
Mus_musculus	Ddx17	ENSMUSG00000055065	RNA helicase	67040
Mus_musculus	Smyd3	ENSMUSG00000055067	SMYD	69726
Mus_musculus	Sertad3	ENSMUSG00000055200	Others	170742
Mus_musculus	Pprc1	ENSMUSG00000055491	Others	226169
Mus_musculus	Per2	ENSMUSG00000055866	Others	18627
Mus_musculus	Nod2	ENSMUSG00000055994	Others	257632
Mus_musculus	S100a8	ENSMUSG00000056054	Others	20201
Mus_musculus	S100a9	ENSMUSG00000056071	Others	20202
Mus_musculus	Cnot10	ENSMUSG00000056167	CCR4-NOT	78893
Mus_musculus	Npm3	ENSMUSG00000056209	Nucleoplasmin	18150
Mus_musculus	Ncoa4	ENSMUSG00000056234	Nuclear receptor coactivator	27057
Mus_musculus	Lrif1	ENSMUSG00000056260	Others	321000
Mus_musculus	Med12l	ENSMUSG00000056476	Mediator complex	329650
Mus_musculus	Rlim	ENSMUSG00000056537	Ring finger protein	19820
Mus_musculus	Chd9	ENSMUSG00000056608	CHD	109151
Mus_musculus	Setd3	ENSMUSG00000056770	SET	52690
Mus_musculus	Jmjd6	ENSMUSG00000056962	Others	107817
Mus_musculus	Skap1	ENSMUSG00000057058	Others	78473
Mus_musculus	Npm1	ENSMUSG00000057113	Nucleoplasmin	18148
Mus_musculus	Chd6	ENSMUSG00000057133	CHD	71389
Mus_musculus	Rbbp4	ENSMUSG00000057236	RBBP	19646
Mus_musculus	Birc2	ENSMUSG00000057367	Others	11797
Mus_musculus	Elobl	ENSMUSG00000057534	Others	217066
Mus_musculus	Lmcd1	ENSMUSG00000057604	LIM	30937
Mus_musculus	Arhgap35	ENSMUSG00000058230	Others	232906
Mus_musculus	Phf21a	ENSMUSG00000058318	PHF	192285
Mus_musculus	Dppa4	ENSMUSG00000058550	Others	73693
Mus_musculus	Egln2	ENSMUSG00000058709	Others	112406
Mus_musculus	Lin9	ENSMUSG00000058729	Others	72568
Mus_musculus	Eno1b	ENSMUSG00000059040	Others	433182
Mus_musculus	Cdyl	ENSMUSG00000059288	Chromodomain Y	12593
Mus_musculus	Tonsl	ENSMUSG00000059323	Others	72749
Mus_musculus	Bcas3	ENSMUSG00000059439	Others	192197
Mus_musculus	Mbtd1	ENSMUSG00000059474	Others	103537
Mus_musculus	Tcea2	ENSMUSG00000059540	TEF	21400
Mus_musculus	Taf1b	ENSMUSG00000059669	TATA-box	21340
Mus_musculus	Kmt5c	ENSMUSG00000059851	Lysine methyltransferase	232811
Mus_musculus	Tnip2	ENSMUSG00000059866	Others	231130
Mus_musculus	Atxn7l3	ENSMUSG00000059995	Others	217218
Mus_musculus	Prmt7	ENSMUSG00000060098	Arginine methyltransferase	214572
Mus_musculus	Arrb2	ENSMUSG00000060216	Others	216869
Mus_musculus	Hnrnpc	ENSMUSG00000060373	HNRNP	15381
Mus_musculus	Rnf14	ENSMUSG00000060450	Ring finger protein	56736
Mus_musculus	Dcc	ENSMUSG00000060534	Others	13176
Mus_musculus	Maml3	ENSMUSG00000061143	MAML	433586
Mus_musculus	Sfmbt2	ENSMUSG00000061186	Others	353282
Mus_musculus	Naca	ENSMUSG00000061315	Others	17938
Mus_musculus	Phf5a	ENSMUSG00000061360	PHF	68479
Mus_musculus	Hipk2	ENSMUSG00000061436	HIPK	15258
Mus_musculus	Wdr61	ENSMUSG00000061559	WD	66317
Mus_musculus	Dot1l	ENSMUSG00000061589	Others	208266
Mus_musculus	Med9	ENSMUSG00000061650	Mediator complex	192191
Mus_musculus	Tbpl2	ENSMUSG00000061809	TATA-box	227606
Mus_musculus	Ccdc62	ENSMUSG00000061882	Coiled-coil	208908
Mus_musculus	Ssbp3	ENSMUSG00000061887	Others	72475
Mus_musculus	Rai1	ENSMUSG00000062115	Others	19377
Mus_musculus	Lancl2	ENSMUSG00000062190	Others	71835
Mus_musculus	Erbb4	ENSMUSG00000062209	Erbb2	13869
Mus_musculus	Morf4l1	ENSMUSG00000062270	Other_CRF	21761
Mus_musculus	Erbb2	ENSMUSG00000062312	Erbb2	13866
Mus_musculus	Hdac10	ENSMUSG00000062906	Histone deacetylase	170787
Mus_musculus	Nrg1	ENSMUSG00000062991	Others	211323
Mus_musculus	Parp10	ENSMUSG00000063268	PARP	671535
Mus_musculus	Naa15	ENSMUSG00000063273	Others	74838
Mus_musculus	Bcl9l	ENSMUSG00000063382	BCL	80288
Mus_musculus	Nup98	ENSMUSG00000063550	Others	269966
Mus_musculus	Magea6	ENSMUSG00000063728	MAGE	17142
Mus_musculus	Chd4	ENSMUSG00000063870	CHD	107932
Mus_musculus	Med14	ENSMUSG00000064127	Mediator complex	26896
Mus_musculus	Siva1	ENSMUSG00000064326	Others	30954
Mus_musculus	Aurkaip1	ENSMUSG00000065990	Others	66077
Mus_musculus	Med18	ENSMUSG00000066042	Mediator complex	67219
Mus_musculus	Spag8	ENSMUSG00000066196	Others	433700
Mus_musculus	Suds3	ENSMUSG00000066900	Other_Co-activator/repressors	71954
Mus_musculus	Hdac8	ENSMUSG00000067567	Histone deacetylase	70315
Mus_musculus	Htatsf1	ENSMUSG00000067873	Others	72459
Mus_musculus	Cenpb	ENSMUSG00000068267	CENP	12616
Mus_musculus	Chrac1	ENSMUSG00000068391	Other_CRF	93696
Mus_musculus	Cdk7	ENSMUSG00000069089	Cyclin	12572
Mus_musculus	Epc2	ENSMUSG00000069495	Others	227867
Mus_musculus	Pcgf1	ENSMUSG00000069678	PCGF	69837
Mus_musculus	Fbp1	ENSMUSG00000069805	Others	14121
Mus_musculus	Ell	ENSMUSG00000070002	GTF	13716
Mus_musculus	Ccnd1	ENSMUSG00000070348	Cyclin	12443
Mus_musculus	Chchd2	ENSMUSG00000070493	Coiled-coil	14004
Mus_musculus	Top1	ENSMUSG00000070544	Other_CRF	21969
Mus_musculus	Cited4	ENSMUSG00000070803	CITED	56222
Mus_musculus	Safb	ENSMUSG00000071054	Others	224903
Mus_musculus	Cecr2	ENSMUSG00000071226	Other_CRF	330409
Mus_musculus	Tbpl1	ENSMUSG00000071359	TATA-box	237336
Mus_musculus	Trim6	ENSMUSG00000072244	Tripartite motif	94088
Mus_musculus	Taf1a	ENSMUSG00000072258	TATA-box	21339
Mus_musculus	Dppa2	ENSMUSG00000072419	Others	73703
Mus_musculus	Rybp	ENSMUSG00000072872	Others	56353
Mus_musculus	Ripply1	ENSMUSG00000072945	Others	622473
Mus_musculus	Rbm15b	ENSMUSG00000074102	RNA binding protein	109095
Mus_musculus	Mcidas	ENSMUSG00000074651	Others	622408
Mus_musculus	Pak6	ENSMUSG00000074923	Others	214230
Mus_musculus	Smarcd2	ENSMUSG00000078619	SWI/SNF	83796
Mus_musculus	Hsbp1l1	ENSMUSG00000078963	Heat shock protein	66255
Mus_musculus	Prnp	ENSMUSG00000079037	Others	19122
Mus_musculus	Kcnip3	ENSMUSG00000079056	Others	56461
Mus_musculus	Mphosph8	ENSMUSG00000079184	Others	75339
Mus_musculus	Trappc2	ENSMUSG00000079317	Others	66226
Mus_musculus	Med12	ENSMUSG00000079487	Mediator complex	59024
Mus_musculus	Eloc	ENSMUSG00000079658	Others	67923
Mus_musculus	Gm14459	ENSMUSG00000079704	SSX	546263
Mus_musculus	Brms1	ENSMUSG00000080268	Other_CRF	107392
Mus_musculus	Zfp703	ENSMUSG00000085795	Zinc finger	353310
Mus_musculus	Cbx6	ENSMUSG00000089715	Chromobox	494448
Mus_musculus	Rnf8	ENSMUSG00000090083	Ring finger protein	58230
Mus_musculus	Tarbp1	ENSMUSG00000090290	Others	212728
Mus_musculus	Tcerg1l	ENSMUSG00000091002	TEF	70571
Mus_musculus	Vgll3	ENSMUSG00000091243	Vestigial like	73569
Mus_musculus	Eid1	ENSMUSG00000091337	EID	58521
Mus_musculus	Skor2	ENSMUSG00000091519	SKI	664805
Mus_musculus	Hspa1a	ENSMUSG00000091971	Heat shock protein	193740
Mus_musculus	Med20	ENSMUSG00000092558	Mediator complex	56771
Mus_musculus	Ccdc85b	ENSMUSG00000095098	Coiled-coil	240514
Mus_musculus	Noc2l	ENSMUSG00000095567	Others	57741
Mus_musculus	Nlrp12	ENSMUSG00000097297	Others	-
Mus_musculus	Aip	ENSMUSG00000097319	Others	-
Mus_musculus	Gm10031	ENSMUSG00000101523	Casein	-
Mus_musculus	Men1	ENSMUSG00000106695	Others	-
Mus_musculus	AC127556	ENSMUSG00000106722	Others	-
Mus_musculus	Gm42742	ENSMUSG00000107068	Others	67278
Mus_musculus	Gm45234	ENSMUSG00000107478	Others	-
Mus_musculus	Prmt1	ENSMUSG00000109324	Arginine methyltransferase	15469
Mus_musculus	Samd4b	ENSMUSG00000109336	Others	233033
Mus_musculus	Nup62	ENSMUSG00000109511	Others	18226
Mus_musculus	Eid3	ENSMUSG00000109864	EID	66341
Mus_musculus	Hnrnpu	ENSMUSG00000111145	HNRNP	-
Mus_musculus	Pik3r2	ENSMUSG00000111826	Others	-
Mus_musculus	BX005053.1	ENSMUSG00000115904	Others	-
Mus_musculus	AC155712.2	ENSMUSG00000115942	Nuclear receptor coactivator	-
Mus_musculus	Atad2	ENSMUSG00000116053	Others	-
Mus_musculus	AC156272.1	ENSMUSG00000116315	Other_CRF	-
